RecipeID,StepNumber,StepDescription
154,24,' Place in the pan seam down and repeat with the remaining leaves placing them tightly next to each other in lines or circles (in two layers if necessary)'
154,25,'Pour the sauce over the leaves (and if needed add water just to cover)'
154,26,' Place a plate on top to weigh the leaves down then cover with a lid'
154,27,' Bring to a boil reduce the heat and cook on a bare simmer for 70 minutes'
154,28,' Most of the liquid should evaporate'
154,29,' Remove from the heat and leave to cool a little - they are best served warm'
154,30,' When serving bring to the table in the pan - it looks great'
154,31,' Serve a few vine leaves and fennel slices with warm rice'
154,32,' Spoon the braising juices on top and garnish with coriander'
155,1,'Grind the cashew poppy seeds and cumin seeds into a smooth paste using as little water as possible'
155,2,' Set aside'
155,3,' Deep fry the sliced onions when it is hot'
155,4,' Dont overcrowd the oil'
155,5,' When the onions turn light brown remove from oil and drain on paper towel'
155,6,' The fried onion will crisp up as it drains'
155,7,' Also fry the cashewnuts till golden brown'
155,8,' Set aside'
155,9,'Wash the rice and soak in water for twenty minutes'
155,10,'Meanwhile take a big wide pan add oil in medium heat add the sliced onions add the blended paste to it add the green chillies ginger garlic paste and garlic and fry for a minute'
155,11,'Then add the tomatoes and saut them well till they are cooked and not mushy'
155,12,'Then to it add the red chilli powder biryani powder mint coriander leaves and saut them well'
155,13,'Add the yogurt and mix well'
155,14,' I always move the skillet away from the heat when adding yogurt which prevents it from curdling'
155,15,'Now after returning the skillet back to the stove add the washed lamb and salt and  cup water and mix well'
155,16,' Cook for 1 hour and cook it covered in medium low heat or put it in a pressure cooker for 6 whistles'
155,17,' If the water is not drained totally heat it by keeping it open'
155,18,'Take another big pan add thrice the cup of rice you use and boil it'
155,19,' When it is boiling high add the rice salt and jeera and mix well'
155,20,' After 7 minutes exact or when the rice is 80% done'
155,21,' Switch off and drain the rice'
155,22,'Now the layering starts'
155,23,' To the lamb pat and level it'
155,24,' Add the drained hot rice on the top of it'
155,25,' Garnish with fried onions ghee mint coriander leaves and saffron dissolved in milk'
155,26,'Cover the dish and bake in a 350f oven for 15 minutes or till the cooked but not mushy'
155,27,' Or cook in the stove medium heat for 12 minutes and lowest heat for 5 minutes'
155,28,' And switch off'
155,29,' Mix and serve hot!Notes1'
155,30,' If you are cooking in oven do make sure to cook in a big oven safe pan and cover it tight and then keep in oven for the final step'
155,31,'2'
155,32,' You can skip biryani masala if you dont have and add just garam masala (1 tsp and red chilli powder  3 tsp instead of 1 tsp)3'
155,33,' If it is spicy in the end squeeze some lemon it will reduce the heat and enhance the flavors also'
156,1,'Put the onions in a food processor and whizz until very finely chopped'
156,2,' Heat the oil in a large heavy-based pan then fry the onion with the lid on stirring every now and then until it is really golden and soft'
156,3,' Add the garlic and ginger then fry for 5 mins more'
156,4,'Tip the curry paste all the spices and the bay leaves into the pan with the tomato pure'
156,5,' Stir well over the heat for about 30 secs then add the meat and 300ml water'
156,6,' Stir to mix turn down the heat then add the yogurt'
156,7,'Cover the pan then gently simmer for 40-60 mins until the meat is tender and the sauce nice and thick'
156,8,' Serve scattered with coriander with plain basmati or pilau rice'
157,1,'Heat the oil in a medium saucepan and add the chilli'
157,2,' Cook for 1 min then add the curry paste stir and cook for 1 min more'
157,3,' Dissolve the stock cube in a large jug in 700ml boiling water then pour into the pan and stir to combine'
157,4,' Tip in the coconut milk and bring to the boil'
157,5,'Add the fish sauce and a little seasoning'
157,6,' Toss in the noodles and cook for a further 3-4 mins until softening'
157,7,' Squeeze in the lime juice add the prawns and cook through until warm about 2-3 mins'
157,8,' Scatter over some of the coriander'
157,9,'Serve in bowls with the remaining coriander and lime wedges on top for squeezing over'
158,1,'Heat the olive oil in a heavy-based pan and add the onion and carrot'
158,2,' Cook for 3- 4 mins until softened'
158,3,'Add the diced lamb and brown all over'
158,4,' Stir in the garlic and all the spices and cook for a few mins more or until the aromas are released'
158,5,'Add the honey and apricots crumble in the stock cube and pour over roughly 500ml boiling water or enough to cover the meat'
158,6,' Give it a good stir and bring to the boil'
158,7,' Turn down to a simmer put the lid on and cook for 1 hour'
158,8,'Remove the lid and cook for a further 30 mins then stir in the squash'
158,9,' Cook for 20  30 mins more until the squash is soft and the lamb is tender'
158,10,' Serve alongside rice or couscous and sprinkle with parsley and pine nuts if using'
159,1,'Heat the oil in a large saucepan'
159,2,' Use kitchen scissors to snip the bacon into small pieces or use a sharp knife to chop it on a chopping board'
159,3,' Add the bacon to the pan and cook for just a few mins until starting to turn golden'
159,4,' Add the onion celery and carrot and cook over a medium heat for 5 mins stirring occasionally until softened'
159,5,'Add the garlic and cook for 1 min then tip in the mince and cook stirring and breaking it up with a wooden spoon for about 6 mins until browned all over'
159,6,'Stir in the tomato pure and cook for 1 min mixing in well with the beef and vegetables'
159,7,' Tip in the chopped tomatoes'
159,8,' Fill each can half full with water to rinse out any tomatoes left in the can and add to the pan'
159,9,' Add the honey and season to taste'
159,10,' Simmer for 20 mins'
159,11,'Heat oven to 200C/180C fan/gas 6'
159,12,' To assemble the lasagne ladle a little of the ragu sauce into the bottom of the roasting tin or casserole dish spreading the sauce all over the base'
159,13,' Place 2 sheets of lasagne on top of the sauce overlapping to make it fit then repeat with more sauce and another layer of pasta'
159,14,' Repeat with a further 2 layers of sauce and pasta finishing with a layer of pasta'
159,15,'Put the crme frache in a bowl and mix with 2 tbsp water to loosen it and make a smooth pourable sauce'
159,16,' Pour this over the top of the pasta then top with the mozzarella'
159,17,' Sprinkle Parmesan over the top and bake for 2530 mins until golden and bubbling'
159,18,' Serve scattered with basil if you like'
160,1,'Dust the meat with flour to lightly coat'
160,2,'Heat enough vegetable oil in a large saucepan to fill the base and fry the onion and meat until lightly browned'
160,3,' Season with salt and pepper'
160,4,'Add the carrots stock and more seasoning to taste'
160,5,'Bring to the boil cover and reduce the heat to a simmer'
160,6,' Simmer for at least an hour or until the meat is tender'
160,7,' Take your time cooking the meat the longer you leave it to cook the better the flavour will be'
160,8,'Preheat the oven to 180C/350F/Gas 4'
160,9,'Add the drained potato cubes to the lamb'
160,10,'Turn the mixture into a pie dish or casserole and cover with the shortcrust pastry'
160,11,' Make three slits in the top of the pastry to release any steam while cooking'
160,12,'Brush with beaten egg and bake for about 40 minutes until the pastry is golden brown'
160,13,'Serve'
161,1,'Heat oven to 160C/fan 140C/gas 3'
161,2,' Heat some dripping or butter in a large shallow casserole dish brown the lamb in batches lift to a plate then repeat with the kidneys'
161,3,'Fry the onions and carrots in the pan with a little more dripping until golden'
161,4,' Sprinkle over the flour allow to cook for a couple of mins shake over the Worcestershire sauce pour in the stock then bring to the boil'
161,5,' Stir in the meat and bay leaves then turn off the heat'
161,6,' Arrange the sliced potatoes on top of the meat then drizzle with a little more dripping'
161,7,' Cover then place in the oven for about 1 hrs until the potatoes are cooked'
161,8,'Remove the lid brush the potatoes with a little more dripping then turn the oven up to brown the potatoes or finish under the grill for 5-8 mins until brown'
162,1,'Heat the oil in a large pot'
162,2,' Add the onion and cook until translucent'
162,3,'Drain the soaked chickpeas and add them to the pot together with the vegetable stock'
162,4,' Bring to the boil then reduce the heat and cover'
162,5,' Simmer for 30 minutes'
162,6,'In the meantime toast the cumin in a small ungreased frying pan then grind them in a mortar'
162,7,' Add the garlic and salt and pound to a fine paste'
162,8,'Add the paste and the harissa to the soup and simmer until the chickpeas are tender about 30 minutes'
162,9,'Season to taste with salt pepper and lemon juice and serve hot'
163,1,'1'
163,2,' In a small bowl combine the first four ingredients; spread on four slices of bread'
163,3,' Layer with bacon tomato and cheese; top with remaining bread'
163,4,'2'
163,5,' In a large skillet or griddle melt 2 tablespoons butter'
163,6,' Toast sandwiches until lightly browned on both sides and cheese is melted adding butter if necessary'
163,7,'Nutrition Facts1 sandwich: 445 calories 24g fat (12g saturated fat) 66mg cholesterol 1094mg sodium 35g carbohydrate (3g sugars 2g fiber) 21g protein'
164,1,'Pound the garlic with sea salt in a pestle and mortar (or use a small food processor) until the garlic forms a paste'
164,2,' Whisk together the oil lemon juice zest dill and garlic'
164,3,' Mix in the lamb and combine well'
164,4,' Cover and marinate for at least 2 hrs or overnight in the fridge'
164,5,' If youre going to use bamboo skewers soak them in cold water'
164,6,'If youve prepared the lamb the previous day take it out of the fridge 30 mins before cooking'
164,7,' Thread the meat onto the soaked or metal skewers'
164,8,' Heat the grill to high or have a hot griddle pan or barbecue ready'
164,9,' Cook the skewers for 2-3 mins on each side basting with the remaining marinade'
